;Food ;Mines;Oil  ;Clths;Durbl;Chems;Cnsum;Cnstr;Steel;FabPr;Machn;Cars ;Trans;Utils;Rtail;Finan;Other
198201;-0,011314224;-0,146820818;-0,091746744;0,015925344;0,053690958;-0,04848489;0,018434104;-0,097227428;-0,102106723;-0,027164489;0,019281917;-0,014054767;-0,04613724;-0,016945688;0,015605109;-0,021221865;-0,011736762
198202;-0,01310235;-0,086502677;-0,121145942;NaN;-0,045947824;-0,067925239;-0,032448616;-0,119491838;-0,058278166;-0,072451594;-0,062405577;-0,036050244;-0,077429224;-0,014070428;-0,011661715;-0,041827117;-0,050509365
198203;0,025260185;-0,133159242;-0,042722645;NaN;0,021546948;-0,028453634;-0,022859572;-0,043673592;-0,038058002;-0,121380699;-0,046586552;0,034976591;-0,000358857;0,008194558;0,054235195;-0,025016046;-0,005566423
198204;0,057929197;-0,032720963;0,034748762;0,04398785;-0,013071052;0,042970437;0,050821418;-0,00780116;0,008856293;-0,00278083;0,048671121;0,034634634;0,040837725;0,025342579;0,034768818;0,02101655;0,006391818
198205;-0,041084686;-0,10663833;0,022022316;-0,017567019;-0,029080185;-0,051862297;-0,043368346;-0,09905471;-0,103201666;-0,00722297;-0,068507921;-0,012059664;-0,076431595;-0,016036016;-0,042732811;-0,088637473;-0,047217598
198206;0,017378108;-0,059384987;-0,067562875;-0,016088519;0,027610792;-0,061813154;-0,014880639;-0,027545321;-0,097124293;-0,10301261;-0,030095109;0,020245395;-0,01435056;-0,031860262;0,031353026;-0,032625508;-0,024346394
198207;0,013945058;-0,112310112;-0,093605952;-0,013816706;0,015779932;-0,047768287;-0,021153197;-0,049051462;-0,035037506;-0,013280763;0,001051309;-0,05475196;-0,03023061;-0,036647375;-0,011478703;-0,057284338;-0,015798485
198208;0,061861446;0,189964673;0,10719338;0,142769087;0,124421989;0,155906044;0,113280195;0,188432305;0,140767855;0,121693756;0,123966572;0,159020726;0,177076964;0,116256983;0,119941391;0,117854276;0,115454495
198209;0,027882641;-0,00226611;0,017830504;0,085719434;-0,013956612;-0,014724387;0,013240722;-0,021234568;-0,07998236;-0,016032014;-0,012907148;-0,024876167;-0,027671766;0,000825049;0,031725951;0,050185868;-0,002503651
198210;0,062393444;0,204355628;0,052990291;0,109393897;0,112162633;0,120683198;0,079858612;0,174340167;0,078142754;0,18773786;0,128115584;0,161092656;0,152221623;0,036098517;0,169417541;0,16928186;0,11597346
198211;0,042184875;0,05712855;-0,057056506;0,087336056;0,078954878;0,018438111;0,017379154;0,067932398;-0,012233029;0,048925711;0,086918995;0,065260638;0,056729685;-0,010674453;0,104297736;0,042777615;0,058505761
198212;-0,0061657;0,03363234;0,056186774;0,002831908;-0,028204051;-0,03271336;-0,016092353;0,03952012;0,083627559;-0,098284507;0,042242535;0,036158722;0,003769505;0,041183864;-0,048039738;-0,035528224;-0,014052513
198301;-0,019115948;0,103852362;0,028374914;-0,069210938;0,04628119;0,086072211;0,009518216;-0,004259854;0,058210504;0,067977402;0,064361082;0,016169496;0,078482378;0,025442299;-0,005033995;-0,012124163;0,04492488
198302;-0,001670823;-0,025339974;-0,006674574;0,076130995;0,053593259;0,033863798;0,010163913;0,02665803;0,020558133;0,036681047;0,015741756;0,012829297;0,046091672;0,010654092;0,063404497;0,043232979;0,01709767
198303;0,054987289;0,029692051;0,060541068;0,129691814;-0,042463862;-0,006175958;0,03488721;0,030140461;0,012465044;0,00395448;-0,002007248;-0,020468679;0,035429003;-0,004197259;0,093205602;0,05770693;0,010702332
198304;0,035788139;0,096054545;0,089557439;0,098515321;0,054106786;0,090728338;0,040181397;0,048436244;0,000366679;0,065034154;0,062603653;0,137993538;0,036447703;0,041495815;0,085015708;0,089768631;0,059581053
198305;-0,032080422;0,039016585;-0,007770681;-0,026679393;-0,082677721;0,03363182;-0,059215244;-0,017259598;0,130904838;0,022370635;0,006546384;-0,036418044;0,015424481;0,013620035;-0,033433826;-0,017819092;-0,015856779
198306;0,003154336;0,013180852;0,061531355;0,092094883;0,053446472;0,003532154;0,046129295;-0,026830325;-0,050960162;-0,004778164;0,054927765;0,117037851;0,067824628;-0,015573879;0,04796043;-0,008634168;0,010709607
198307;-0,039566007;-0,074606631;-0,038846981;-0,078175223;-0,069936056;-0,007018518;-0,040114784;-0,040243762;-0,001154688;-0,029679612;-0,044853195;-0,01548887;-0,063976426;0,00018926;-0,030305858;-0,048659546;-0,058180641
198308;0,022705883;0,012341277;0,06875536;-0,101389336;-0,01147266;0,072714407;0,010111752;-0,038800452;0,131274788;0,02618025;-0,003695606;-0,044743722;-0,049018432;0,00557648;-0,061656077;0,012727293;-0,007043313
198309;0,042594305;-0,065524794;-0,054662663;0,016502557;0,027067214;-0,01498534;0,026322863;0,01761822;-0,056471663;0,004354927;0,020866169;0,041092763;0,03855994;0,039308836;0,006143823;-0,004475134;0,017010227
198310;0,025008838;-0,104161474;-0,017955233;-0,037661183;-0,021859192;-0,036103483;0,011788859;-0,050817621;-0,066294326;0,006676112;-0,053367699;0,02169504;-0,004842238;0,030962791;0,005532922;-0,036590161;-0,055817748
198311;0,015212735;0,093488188;-0,011000703;-0,005939072;0,096094356;0,011783286;-0,018063644;0,05869899;0,096459895;0,081143827;0,000877755;-0,008394496;0,075846844;-0,027712678;0,029013995;0,028042113;0,029588387
198312;-0,015426814;-0,008329731;0,017117717;-0,050881997;0,011563536;-0,046837633;-0,034260621;-0,028010993;0,011461751;-0,031897797;0,017007479;0,009246578;-0,013781483;-0,048939581;-0,066615034;-0,020117417;-0,025600605
198401;0,001115111;-0,031589278;0,098027453;-0,092238051;-0,081661199;-0,053180304;-0,000950952;-0,053951849;-0,040584748;-0,028739157;-0,054151493;-0,048030756;-0,044879534;0,003813906;-0,065101644;-0,018757213;-0,015660572
198402;-0,049465462;0,007453597;0,029065864;-0,020138821;-0,054607946;-0,074391462;-0,029904387;-0,065455607;-0,083387342;-0,104302031;-0,060749764;-0,070382756;-0,07351438;-0,044976843;-0,053507147;-0,056465436;-0,050474645
198403;0,008524032;0,062796205;0,002045244;0,008487814;0,012223839;0,058492118;-0,011233928;0,076901812;0,071941468;0,038118285;0,026767609;-0,033009349;-0,017097236;-0,012655087;-0,001724109;0,01695242;0,009624842
198404;-0,000555171;-0,079184203;0,034985157;-0,031194649;-0,011236712;0,007653505;-0,001012385;-0,035764721;-0,087056922;0,01618407;-0,003853703;0,014717664;-0,006611315;-0,00626285;0,008558109;-0,01968464;-0,003756167
198405;-0,022928356;-0,096240893;-0,054749761;-0,084290673;-0,03145214;-0,081571518;-0,04182943;-0,135757675;-0,119443957;-0,080762448;-0,068811224;-0,055792076;-0,036026141;-0,021725229;-0,06832248;-0,086557697;-0,066891321
198406;0,066254853;-0,055245059;-0,024937592;0,060284126;0,003514477;-0,011419023;0,05173687;-0,003983175;-0,051668612;0,1733551;-0,002101503;0,021814921;0,05959387;-0,004961971;0,062646278;0,01059908;0,043808412
198407;-0,018057552;-0,156028401;-0,076664574;-0,069540524;0,006296721;-0,030512008;-0,04002221;-0,037365104;-0,122282365;-0,002035033;-0,001998967;0,046545123;0,010746288;-0,005000445;0,010394055;-0,030752424;-0,017041777
198408;0,065302575;0,228767095;0,128604891;0,11829716;0,076505004;0,128669492;0,067098718;0,12986843;0,12766884;0,090736958;0,125203004;0,082806082;0,121722727;0,067918354;0,076407949;0,13302414;0,100284616
198409;0,018379086;-0,006215107;0,013711115;-0,050320181;-0,044202682;-0,045271069;-0,022348445;-0,010458653;-0,041424059;-0,03916288;-0,033044646;0,01843638;-0,019085354;0,0414934;-0,013027953;0,017245397;-0,038783686
198410;0,016169169;-0,068939396;-0,045903055;-0,001959796;-0,002080516;-0,018647545;0,025751577;-0,001169808;-0,033260493;0,027439026;-0,002957114;0,021317888;0,043499104;0,022937736;-0,025010065;0,002619218;-0,015322967
198411;-0,015010249;-0,015217531;-0,017861104;-0,006576351;-0,024678723;-0,009044054;-0,000240101;0,013815193;0,009385115;-0,032876715;-0,03621785;-0,039404355;-0,041165744;0,023386882;-0,038297621;-0,01219513;-0,018916239
198412;0,015318234;-0,019701781;-0,009577414;-0,011691313;0,021260273;-0,003904683;0,026224557;0,003041856;0,03620288;0,063167259;0,019963782;0,043488974;0,040428906;0,020916429;-0,010962166;0,04733215;0,025972796
198501;0,000960213;0,180664905;0,059743849;0,141281605;0,088322717;0,054378624;0,032223693;0,108449354;0,044506019;0,004274011;0,10583885;0,075618276;0,083180111;0,012129856;0,117383046;0,084002946;0,083359838
198502;0,058713436;-0,05727934;0,034993567;0,014986951;-0,011515557;0,016445295;0,034396758;-0,019491906;-0,012510961;0,032716175;-0,024408308;-0,031771338;0,045848689;0,007658608;0,012691141;0,021215435;0,00934335
198503;0,064345222;0,039381783;0,007497394;0,016731426;-0,057859952;-0,028149267;0,027262289;-0,055559745;-0,04583489;-0,062400753;-0,062855076;-0,052557196;-0,043711854;0,057042226;-0,014280908;-0,015616958;0,023430296
198504;-0,024545579;-0,027894779;0,031653402;0,003769226;-0,019351539;0,0072497;-0,036271506;-0,017923009;-0,05968422;-0,04790891;-0,029418311;-0,048336568;-0,045376289;0,009433194;-0,009151407;0,01530688;-0,014935299
198505;0,109156241;0,034627654;0,006779182;0,080555945;0,03601793;0,07834551;0,06346245;0,071137676;0,020964581;0,072011596;0,034577578;0,066408667;0,111934989;0,04588414;0,119529856;0,065688304;0,054441288
198506;0,033619919;0,001223242;-0,007616081;0,007922688;0,018105693;0,0103653;0,01089351;0,011192467;NaN;0,020724627;-0,018894208;0,006284658;0,011078025;0,027193931;0,006548376;0,007388924;0,033559378
198507;-0,041744302;0,095007138;-0,011922922;0,033675514;0,022389293;0,03706601;-0,014682362;0,025990643;0,054707157;0,014075443;0,043870398;-0,000105412;0,023384782;-0,058681083;-0,074220567;-0,029843004;-0,028418048
198508;0,020285925;-0,051876162;0,012344546;0,010833771;-0,039115123;-0,016005334;-0,008070343;-0,048405065;-0,021746489;-0,04223801;-0,028264052;-0,016966468;-0,016379239;0,013409325;-0,005805103;-0,01363653;-0,013906526
198509;0,043972888;-0,109475535;-0,015902529;-0,047258919;-0,04147491;-0,04056368;-0,032136594;-0,042698184;-0,023968068;-0,04818488;-0,036269325;-0,024314452;-0,091906921;-0,062099168;-0,045759796;-0,052357866;-0,0490664
198510;0,037031981;-0,024828337;0,055839197;0,082067448;-0,011251376;0,044924226;0,041715773;0,022413188;-0,082522957;0,031614401;0,028324031;0,011580572;-0,001985271;0,061349858;0,078635414;0,076462933;0,026607692
198511;0,092999574;0,044408593;0,000618044;0,082205608;0,138571888;0,048461834;0,098723616;0,100823027;0,012960553;0,097845362;0,083870313;0,071233368;0,06499807;0,034875926;0,073131946;0,073164813;0,060179246
198512;0,023851475;-0,07308606;-0,028683971;0,005939473;0,074438681;0,056873141;0,032558868;0,035523396;0,031609729;NaN;0,07033239;0,043324726;0,015755771;0,044283253;0,032781693;0,050618952;0,053285099
198601;0,005886781;-0,028093994;-0,076434452;0,063713522;-0,01009711;0,015511789;0,005253917;0,028309838;-0,001147392;0,045903951;-0,004692599;0,038478057;0,018454909;0,028878899;0,003724493;0,030783124;-0,006882596
198602;0,090015311;-0,025529159;0,005400311;0,130814816;0,11389977;0,126273106;0,08817663;0,146657566;0,035572653;0,073936873;0,041566464;0,103919087;0,089225814;0,059839916;0,071135308;0,078259273;0,083810208
198603;0,084389087;NaN;0,00406224;0,03082581;0,027768713;0,060292752;0,109953542;0,068727068;-0,044132808;-0,021543189;-0,000192373;0,108538968;0,039412655;0,033342106;0,081404214;0,061163967;0,043059786
198604;0,005840227;NaN;0,003320884;-0,030969014;-0,026090386;0,004928265;0,001317079;-0,030175177;-0,06886354;-0,033600024;0,021902463;-0,077838662;-0,043414985;-0,056524894;-0,012614593;-0,056819696;0,000813006
198605;0,08558037;NaN;0,071625093;0,101091557;0,036644147;0,069685401;0,075904453;0,037624805;0,050879415;0,022784319;0,000730571;0,032858636;0,006936069;0,032754296;0,107513869;0,050167879;0,047414465
198606;0,058584491;-0,081718615;-0,021680255;0,04494058;-0,014246056;0,001864712;0,067250299;-0,003780966;-0,048499114;-0,019826805;-0,048964935;-0,019556394;-0,012485099;0,048827707;0,046450138;0,01786377;0,025798329
198607;-0,051454359;NaN;-0,046248997;-0,092396248;-0,09025273;-0,0722637;-0,043444931;-0,097763432;-0,142061868;NaN;-0,072547695;-0,09122709;-0,102367499;0,055590772;-0,100714543;-0,056619452;-0,061088631
198608;0,007304216;NaN;0,179150267;0,054406156;0,06181377;0,057018124;0,026196615;0,085383587;0,108484252;NaN;0,074349657;0,075866096;0,06087517;0,079997227;0,011885962;0,078505478;0,062532868
198609;-0,133385014;0,041751551;-0,013501511;-0,113805814;-0,095470486;-0,051900631;-0,136778347;-0,087635391;0,112459419;NaN;-0,074384447;-0,086356436;-0,053652856;-0,100933058;-0,089829166;-0,119938378;-0,092925012
198610;0,114220917;-0,042930167;0,016583389;0,092219224;0,076614643;0,084110562;0,089053043;0,102226952;0,051964087;NaN;-0,018989224;0,068835379;0,04801248;0,047389968;0,080730359;0,037337563;0,068258998
198611;-0,001198563;0,027292273;0,03385787;0,00540377;0,083111491;0,038480381;0,021888254;0,049661455;-0,122147016;NaN;0,041885571;0,026359927;0,014011259;0,005747245;0,016110069;-0,005774317;0,011425212
198612;-0,034248649;-0,026131375;-0,011778663;-0,104150132;0,01168657;-0,049519645;-0,002866392;-0,034676148;-0,009623761;NaN;-0,040815634;-0,061365515;-0,06085322;-0,039983283;-0,08058741;-0,02583973;-0,030795151
198701;0,146249868;NaN;0,142551633;0,143346818;0,151278341;0,1442142;0,143264891;0,181997337;0,091687477;NaN;0,150396213;0,19974087;0,052236198;0,091194593;0,106855148;0,10191962;0,114878251
198702;0,03746385;0,059601987;-0,022918809;0,177798694;0,037788324;0,050053348;0,068000761;0,009719987;0,029140447;NaN;0,084232236;0,011122109;0,059338206;-0,03246286;0,110969779;0,037249984;0,023497172
198703;0,018166354;0,052841092;0,120728577;0,004897033;0,021498894;0,058567258;-0,003859034;0,057212024;0,102383521;NaN;0,037810153;0,063566009;-0,038659203;-0,023651513;0,010732075;-0,033207213;0,014902135
198704;-0,056420587;-0,014689203;0,00563696;-0,061337305;-0,008564113;0,00819383;-0,030362555;-0,053487117;0,028908807;NaN;0,046675814;0,089786999;-0,067915876;-0,04543202;-0,015092913;-0,051681535;-0,030265129
198705;0,028431988;-0,016183337;0,021001225;0,045064152;0,005783553;-0,003539451;0,013477983;-0,04855116;0,030937087;NaN;-0,006288906;-0,03900581;0,046415783;-0,021880853;0,005185264;-0,008923253;0,010308006
198706;0,056813199;0,065264107;0,054943098;0,085971781;0,034058137;0,041952573;0,04763302;0,086029369;0,058904595;NaN;0,010719966;0,017804137;0,047079384;0,030561026;0,059573682;0,049714621;0,056178654
198707;0,032848101;0,14544096;0,01172827;0,03867334;0,063114286;0,049981234;0,058666036;0,058553526;0,218229338;NaN;0,021333718;0,063577592;0,059011909;-0,024382185;0,059128743;0,014214223;0,060731028
198708;0,023633901;-0,033226641;0,028517929;0,007942507;0,062881292;0,020490518;0,046157733;0,013521834;-0,074614719;0,001071953;0,06153512;0,052382158;-0,00411347;0,037254744;0,039677044;0,059958621;0,03238148
198709;-0,032258201;0,05951294;-0,041509932;-0,116644675;-0,01383967;-0,017531777;-0,023644476;-0,017311639;0,040024589;-0,024157625;-0,029403864;-0,087793641;-0,020232573;-0,025590349;-0,067458264;-0,024238237;0,002945977
198710;-0,176384009;-0,331782801;-0,175765035;-0,295590782;-0,243381886;-0,274893465;-0,181756532;-0,290137865;-0,283832877;-0,289156614;-0,25633332;-0,272150659;-0,292482179;-0,064878491;-0,26620347;-0,202317017;-0,199508616
198711;-0,088203483;0,048531138;-0,115487476;-0,150626117;-0,129045307;-0,056582533;-0,101419797;-0,057801874;0,027691745;-0,083225285;-0,084104993;-0,067460892;-0,097406961;-0,027692996;-0,110483107;-0,094965147;-0,085959304
198712;0,074135027;0,085731602;0,057758749;0,091450949;0,078098254;0,135228144;0,048707799;0,059981574;0,064316627;0,014341578;0,107760216;0,082639868;0,060897567;0,000606784;0,075363963;0,038959478;0,074983107
198801;0,022502791;-0,07947262;0,088296631;0,098062467;-0,025880272;-0,035550881;0,052694745;0,047244027;-0,060086396;NaN;-0,037937705;0,078331496;0,081590204;0,094878835;0,067967757;0,089396667;0,031404015
198802;0,037298654;0,054990119;0,023318471;0,119283227;0,02581226;0,062618826;0,02815999;0,12650324;0,093865853;0,088199863;0,065626854;0,069246679;0,05432726;-0,033722562;0,095878047;0,014672226;0,031959142
198803;-0,015124929;0,058009109;0,015360387;-0,035874321;-0,082246007;-0,052128111;-0,049711557;-0,003140035;-0,089745665;-0,027198889;-0,067305845;-0,025310018;0,007503194;-0,041693357;-0,031111143;-0,053595923;-0,041276533
198804;-0,007825256;0,02664794;0,042397888;-0,002585147;0,002435044;0,00822103;-0,018025838;0,021056872;0,070510363;-0,028705225;0,029197344;0,038191094;-0,006932513;-0,013103111;0,010863459;-0,008943324;-0,003699543
198805;-0,004605928;0,003624329;-0,007640301;-0,020373177;0,01952728;-0,034075069;-0,009822705;-0,023518544;0,001963087;NaN;-0,015114668;0,009904225;-0,010033398;0,037202879;-0,018938522;0,035303538;0,00868871
198806;0,010329757;0,010816863;-0,023446171;0,050812149;0,060469799;0,094691724;0,009414901;0,082092936;0,050068202;NaN;0,085697589;0,080518645;0,074904316;0,023492273;0,052177072;0,047303677;0,044148371
198807;0,007393131;-0,01988747;0,034118723;0,017101497;-0,005908482;-0,04724053;0,015180569;-0,038317598;0,007635146;NaN;-0,048069582;-0,012113937;-0,022861035;-0,004982099;-0,007698158;0,001735629;-0,016448272
198808;0,007431418;-0,056709337;-0,022598459;0,030445369;-0,052615383;-0,05791195;-0,010765527;-0,055039381;-0,051509086;NaN;-0,091286405;-0,074596404;-0,041365564;-0,009282415;-0,032612111;-0,001103963;-0,03588897
198809;0,065547265;-0,043497005;-0,028941314;-0,083184881;0,047219247;0,019152707;0,043001748;-0,018045612;-0,003653892;NaN;0,032456872;0,031631635;0,063638883;0,022875575;0,09642869;0,040765227;0,058554146
198810;0,131964355;-0,001119483;0,014195408;NaN;0,026721781;0,007765422;0,013916099;0,006873088;0,055235898;NaN;0,00586031;0,059938237;0,010677445;0,016539083;0,008127027;-0,010614757;0,014021422
198811;-0,008939676;NaN;-0,007102645;-0,058824004;-0,065089177;-0,026429686;-0,013732701;-0,039988345;-0,035782394;NaN;-0,022536196;0,006614094;-0,01632564;-0,00979026;-0,029812748;-0,03454071;-0,020879459
198812;0,014449828;NaN;0,011645766;NaN;0,016357851;0,037198529;0,025211342;0,039170398;0,051023334;NaN;0,024708753;-0,018760335;0,004546233;0,002559049;0,001855599;-0,013334063;0,012165008
198901;0,048608896;NaN;0,058516575;NaN;0,070184783;0,112957611;0,059894933;0,060648242;0,136218598;NaN;0,069249191;0,088989496;0,074407026;0,023848933;0,063242766;0,075975338;0,071352303
198902;-0,023038353;NaN;-0,024306754;NaN;-0,016041794;-0,041776641;-0,0250164;-0,025023297;-0,062638321;NaN;-0,053783596;-0,060015952;-0,007981674;-0,025678326;-0,039123899;-0,019757892;-0,032759196
198903;0,049183828;NaN;0,030839571;NaN;-0,008358254;0,028587128;0,051440432;0,015611715;-0,035723161;NaN;-0,052584728;-0,036754398;0,004934223;0,006457203;0,02513487;0,057738254;0,031804626
198904;0,052175923;NaN;0,011092512;-0,042113731;0,055474822;0,045113445;0,045330766;0,063573217;0,037299779;NaN;0,048526276;-0,008570308;0,051714769;0,033780377;0,048795691;0,029556715;0,076785949
198905;0,056092295;NaN;0,015590199;0,038893207;-0,006926308;-0,002644113;0,034704547;0,017300958;0,007745261;NaN;0,036490717;-0,000145845;0,021227431;0,043285735;0,049923581;0,045269407;0,042872887
198906;0,002352106;NaN;-0,017266077;NaN;0,032499651;-0,041548831;-0,022010089;-0,017839276;-0,04145715;NaN;-0,034526721;0,007252288;-0,038417691;0,029910728;-0,036431349;0,002757279;-0,003381145
198907;0,137691316;NaN;0,033108856;0,131214815;0,066870831;0,065090951;0,142789609;0,120942588;0,068360571;NaN;0,061001637;0,045415863;0,075159708;0,053535038;0,103329871;0,097159514;0,082935038
198908;-0,054226248;NaN;0,023456092;NaN;-0,006168116;0,069832828;0,000780724;0,037532639;0,10690006;NaN;0,01313794;0,082013725;0,077613052;-0,018952313;0,018030531;-0,002973484;0,002701261
198909;-0,009012297;NaN;0,010333339;NaN;-0,042905344;-0,033335494;0,006217158;-0,036306539;-0,023839725;NaN;-0,044217432;-0,060262862;-0,03096694;-0,004232497;-0,033252882;0,022302;0,018154519
198910;-0,0162124;NaN;0,006099538;-0,060138933;-0,060795567;-0,052876609;0,0137881;-0,098815389;-0,109259394;NaN;-0,043497378;-0,064888146;-0,078177036;0,009894531;-0,034701313;-0,043658588;-0,031844963
198911;0,029217106;NaN;0,026688447;0,001895911;-0,002761403;0,018339538;0,024678961;0,033970363;0,038183182;NaN;0,020169556;-0,0293985;-0,025191939;0,026448862;0,010748773;-0,007400382;0,011585872
198912;0,026453308;NaN;0,051112474;0,002718644;-0,00405446;0,040771452;0,005706328;0,013437306;0,007423007;NaN;-0,003493306;-0,028274999;0,022094461;0,042537077;0,010725429;-0,029075035;0,032969051
199001;-0,106537473;NaN;-0,048698765;NaN;-0,067071082;-0,087227056;-0,076738456;-0,044611848;-0,108188219;NaN;-0,013344228;-0,029525257;-0,056808175;-0,055300989;-0,053619924;-0,108240722;-0,115469331
199002;-0,015299906;NaN;0,025404815;NaN;0,003998963;0,019529545;-0,030479565;0,032635007;0,049209601;NaN;0,027232634;0,066952949;0,035273078;-0,00701076;0,008008632;0,020710298;-0,000310087
199003;0,050813969;NaN;-0,015491892;NaN;0,040049935;0,000416312;0,038004673;0,041776739;0,040924584;NaN;0,03201498;0,019205294;0,051291496;-0,017438561;0,047719023;-0,034421146;0,026642471
199004;0,001157376;NaN;-0,039537609;NaN;-0,069062247;-0,049181477;0,017033318;-0,027310381;-0,064861818;NaN;-0,011524985;-0,048647623;-0,046752765;-0,059615265;-0,031994138;-0,040725426;-0,033973243
199005;0,111764192;NaN;0,055429261;NaN;0,058470201;0,065616841;0,099526735;0,143951401;0,060913034;NaN;0,093043273;0,078731392;0,077093365;0,047216276;0,116062874;0,107170796;0,090631775
199006;0,012693214;NaN;-0,026941254;NaN;-0,012901242;-0,036858541;0,046662326;-0,061242963;-0,022150787;NaN;-0,024547491;-0,032731265;0,000409411;0,000262816;0,016226991;-0,032355799;-0,032190094
199007;-0,000720602;NaN;0,081784202;NaN;-0,050197402;0,002776526;0,027450671;0,054456509;0,115097544;NaN;-0,034477445;-0,036151974;-0,037360211;-1,00E-04;-0,052072898;-0,050136235;-0,044585076
199008;-0,068359036;NaN;-0,021857359;NaN;-0,035551209;-0,139051172;-0,074122414;-0,099469666;-0,071612649;NaN;-0,125553677;-0,141978848;-0,137802384;-0,07533429;-0,127742812;-0,124267399;-0,103438409
199009;-0,035465065;NaN;-0,026417241;NaN;-0,075905672;-0,078964173;-0,049104292;-0,088402118;-0,058424813;NaN;-0,06663937;-0,110061164;-0,090901016;0,001730975;-0,093309443;-0,122712122;-0,019655301
199010;0,041387246;NaN;-0,039313992;NaN;-0,031974638;0,005234503;0,023292169;-0,051084043;-0,144942544;NaN;-0,052176372;-0,01572672;-0,001310332;0,083321308;-0,033775409;-0,064863995;0,011390431
199011;0,04414699;NaN;0,014579161;NaN;0,095255505;0,102670085;0,077576346;0,103316546;NaN;NaN;0,083929315;0,006046045;0,041188558;0,013291574;0,106997884;0,152620941;0,021860299
199012;0,032081457;NaN;-0,018490248;NaN;0,008270412;0,014193802;0,021644301;0,034014389;NaN;NaN;0,042139859;-0,041092929;0,040790353;0,003699138;0,015135144;0,054466422;0,022502731
199101;0,029171314;NaN;-0,023024158;NaN;0,085511242;0,048413733;0,008846469;0,065118107;0,096890263;NaN;0,113475784;0,048700481;0,076493844;-0,021951234;0,100453215;0,067758188;0,03457568
199102;0,112591534;NaN;0,075267715;NaN;0,062174029;0,044465495;0,081633318;0,117758903;0,030180707;NaN;0,050967079;0,114475261;0,009618809;0,038815932;0,066877901;0,088204073;0,033218779
199103;0,055999225;NaN;0,015368728;-0,001890511;0,020175511;-0,015835067;0,033451691;-0,020740575;-0,001853449;NaN;-0,029349611;-0,032379557;-0,013325914;0,015139356;0,086565073;0,054419807;0,011957529
199104;-0,024977713;NaN;0,020953423;0,027337925;-0,02755706;0,047960577;-0,011293432;-0,015441099;0,003620579;NaN;-0,035268416;-0,03752576;0,009807041;-0,011605813;0,015593713;-0,010898763;0,001876073
199105;0,028870834;NaN;-0,019376759;-0,032709774;0,057518741;0,103328788;0,035120038;0,106209925;0,005967359;NaN;0,059154048;0,174697477;0,061971537;-0,00887922;0,08252624;0,042699675;0,015738318
199106;-0,053058798;NaN;-0,037706476;NaN;-0,074219121;-0,038409553;-0,046589342;-0,052432625;-0,060391144;NaN;-0,08193367;-0,043902727;-0,048455909;-0,021713063;-0,055937828;-0,071040383;-0,036639388
199107;0,067252651;NaN;0,04734477;NaN;0,027507915;0,04372124;0,070733652;0,068582828;0,036222297;NaN;0,018412549;-0,029519513;0,045549492;0,039494414;0,054234164;0,042738273;0,02484327
199108;0,060225228;NaN;0,001935455;NaN;0,065665238;-0,004338395;0,02364113;0,048556567;-0,0104858;NaN;-0,001296027;-0,052471784;0,010301071;0,02885471;0,05004022;0,03936469;0,011973857
199109;-0,045297792;NaN;-0,010308887;0,020651077;-0,005298702;-0,039411718;-0,014244602;-0,048656474;-0,050268084;NaN;-0,036072141;-0,031318114;0,000943722;0,038863347;-0,05076226;-0,003870918;-0,015446786
199110;-0,008439351;NaN;0,016559828;-0,064139912;0,038335335;0,029429018;0,043538146;-0,003340408;-0,007819285;NaN;-0,013316145;-0,051715242;0,050846421;0,009219857;-0,041657721;0,002959662;0,02784249
199111;0,006859075;NaN;-0,079783204;-0,045726062;-0,014484178;-0,064232809;-0,022229987;-0,01193643;-0,094671307;NaN;-0,062450761;-0,107246374;-0,073397018;0,019425972;-0,002246701;-0,066363926;-0,05063791
199112;0,153308413;NaN;0,026458086;0,195942588;0,104644026;0,097767555;0,156129627;0,158071659;0,075344071;NaN;0,089625918;0,02596524;0,114271033;0,050229668;0,134678162;0,146293192;0,118381768
199201;-0,056276719;NaN;-0,048170787;0,004063475;0,032257707;-0,011607044;-0,054880608;-0,043978084;0,009558687;NaN;0,019000686;0,099937687;-0,018097223;-0,057389511;-0,004689628;-0,026711722;-0,013762079
199202;-0,000817735;NaN;-0,008635084;-0,001083627;-0,030675685;0,022854435;-0,014166104;0,0009897;0,086455884;NaN;0,041776018;0,159467183;0,007636031;-0,017211156;0,016755968;0,0231433;-0,000379795
199203;-0,014483039;NaN;-0,033712485;-0,038607041;-0,053424447;0,016658845;-0,04579281;-0,024762202;0,007175195;NaN;-0,039487489;0,006640045;-0,026831351;-0,006197105;-0,021426109;-0,013572272;-0,023561943
199204;-0,001033732;NaN;0,101594361;-0,037641973;-0,000558769;0,066661497;0,00366933;0,020360595;0,078189902;NaN;0,013549114;0,132162797;0,033834842;0,027161839;-0,030885196;0,005880022;0,037085235
199205;0,017499474;NaN;0,027843712;-0,018259472;-0,004718196;-0,012100024;0,002688076;0,069528348;0,00957219;NaN;-0,011525812;-0,02871674;-0,00953421;0,022799889;-0,004435079;0,014640998;-0,01103821
199206;-0,023498608;NaN;-0,028320317;-0,052414764;-0,0437222;-0,05619619;-0,057691393;-0,043400199;-0,008068837;NaN;-0,010568326;0,071853845;-0,045695221;0,002821014;-0,004689218;0,016387681;-0,0120225
