Food ;Mines;Oil  ;Clths;Durbl;Chems;Cnsum;Cnstr;Steel;FabPr;Machn;Cars ;Trans;Utils;Rtail;Finan;Other
0,236004853;0,186976907;0,568465331;0,344901214;0,339765441;0,354843695;0,224328379;0,254724365;0,416563713;NaN;0,362812142;0,222161326;0,469659805;0,845936426;0,28525917;0,51438207;0,345811129
0,247945476;0,187817096;0,591308877;0,337721573;0,343255246;0,363652339;0,238458233;0,252861477;0,428354356;NaN;0,354796268;0,232585261;0,480425174;0,895894705;0,275552714;0,541826847;0,355818149
0,25862031;0,183149602;0,611583014;0,328174556;0,355504976;0,377736875;0,255993222;0,263046499;0,447385647;NaN;0,366383588;0,242262818;0,506067832;0,945499171;0,282810303;0,557382264;0,373481071
0,255732592;0,204569652;0,588759799;0,32997833;0,361779529;0,364459652;0,24414869;0,259199839;0,458140272;NaN;0,376286996;0,239429285;0,510155962;0,925599325;0,289699704;0,540911913;0,374569416
0,250673628;0,207652614;0,588676255;0,338264874;0,352789691;0,353920634;0,237807973;0,252115144;0,436505946;NaN;0,372732545;0,241657556;0,511720514;0,988107347;0,290272133;0,520163253;0,365556472
0,266247081;0,325448697;0,610342392;0,438730831;0,301746105;0,34538795;0,252589813;0,289933491;0,397318717;0,354235176;0,395662995;0,249329156;0,558775756;1,2326704;0,349983191;0,660356491;0,363436891
0,25966546;0,32361119;0,592264688;0,414391804;0,293178357;0,331258533;0,249290726;0,280478894;0,369986448;0,363776765;0,381315696;0,240346796;0,562595922;1,169834219;0,342754257;0,642531751;0,348690837
0,244587652;0,308440074;0,593039266;0,394335734;0,278811639;0,310730877;0,226610631;0,264481174;0,352900777;NaN;0,356912783;0,244259436;0,536036638;1,169028938;0,341970752;0,619432944;0,339952641
0,240046653;0,306046848;0,607824321;0,427771917;0,283311893;0,316453114;0,223997492;0,272800045;0,341853661;NaN;0,366664658;0,255494656;0,576615978;1,180654786;0,352240268;0,658452265;0,338740876
0,235332025;0,32815005;0,563360596;0,419452605;0,286779249;0,328405144;0,218225082;0,265883083;0,370434835;0,353035313;0,347226326;0,261418138;0,57288007;1,179131308;0,344010293;0,651762102;0,329297806
0,237437715;0,366895384;0,599747359;0,442491128;0,303004915;0,358530984;0,217633724;0,275375405;0,434288353;0,359198793;0,357188809;0,272987396;0,596115758;1,173169567;0,345459242;0,685105904;0,346895118
0,23530079;0,360626135;0,59663405;0,40165326;0,293652919;0,348144624;0,217239606;0,275920617;0,413966287;0,359171521;0,342684978;0,260706868;0,581481704;1,159243802;0,370072576;0,681577727;0,339590732
0,229436631;0,380857587;0,593799689;0,429947062;0,286986568;0,364281522;0,20516046;0,271329293;0,452967612;0,33805368;0,341772356;0,279786296;0,566817785;1,113638898;0,354881407;0,63819809;0,328542051
0,223726417;0,378469154;0,573859715;0,404051478;0,272719961;0,342983432;0,202297743;0,268312209;0,439866747;0,324325432;0,320161489;0,268240755;0,544299616;1,114232185;0,342449637;0,612896272;0,315655826
0,218969594;0,317582204;0,546324864;0,415696269;0,257966899;0,321548229;0,198188052;0,266713188;0,427105317;NaN;0,3076252;0,248395269;0,505249163;1,146395498;0,325267968;0,60125604;0,308931358
0,235177408;0,336078445;0,535429429;0,435798668;0,250072055;0,3416845;0,170224834;0,269498872;0,454491825;0,316774684;0,279158717;0,240505293;0,475379377;1,118487262;0,328217486;0,593536327;0,299469343
0,200733139;NaN;0,517848525;0,419754817;0,243080318;0,325415951;0,186603615;0,267531411;0,454818882;0,291582107;0,275263005;0,227937691;0,463052289;1,057407249;0,316057267;0,556559568;0,29537617
0,241110657;0,29992792;0,546071618;0,452189801;0,268395074;0,348576018;0,181226249;0,287570542;0,451894157;0,318526922;0,288967396;0,370685993;0,532689638;1,086677051;0,32252773;0,560281384;0,319715056
0,240508234;0,297293503;0,530786965;0,429098047;0,263936433;0,341862496;0,177445572;0,272581402;0,410577125;0,317400512;0,268543432;0,364264491;0,49157829;1,091107516;0,333603169;0,541703186;0,307932171
0,240828664;0,293494251;0,548091097;0,428655661;0,261181214;0,345263616;0,178526834;0,284824109;0,420252496;0,321683418;0,269948202;0,353900273;0,492972181;1,102001114;0,347592655;0,515782434;0,300492065
0,222866295;0,29824929;0,539294703;0,40951718;0,261186198;0,33606237;0,165123582;0,277696748;0,454832618;0,344168105;0,266844023;0,350828807;0,460849861;1,043023334;0,334542511;0,478811308;0,290757382
0,218902891;NaN;0,534709046;0,413750314;0,26656705;0,356647391;0,157491305;0,26963968;0,464511394;NaN;0,255750002;0,365665324;0,465572661;1,030949888;0,358867645;0,49075041;0,287990735
0,210055853;NaN;0,514441475;NaN;0,242596726;0,336629595;0,149753243;0,263876737;0,420959549;0,32920968;0,257419421;0,346024498;0,436656419;1,016279599;0,342171955;0,453982813;0,278353615
0,207182649;NaN;0,487863894;NaN;0,255160368;0,333972702;0,145164538;0,243504973;0,436390693;NaN;0,270635399;0,332958888;0,429897775;0,957233323;0,349516776;0,447186102;0,269911454
0,199975312;NaN;0,495641541;NaN;0,243639988;0,313644152;0,138102738;0,240894036;0,415523835;NaN;0,248778673;0,346112969;0,421969603;0,948241473;0,324733307;0,416131288;0,264199469
0,193508081;NaN;0,490803725;NaN;0,243005513;0,304946074;0,139787562;0,247556328;0,43614136;NaN;0,238618091;0,340381301;0,413799271;0,992086274;0,328584589;0,404415523;0,258430507
0,198127983;NaN;0,468775273;NaN;0,243349101;0,287463467;0,139388507;0,237143366;0,396984589;NaN;0,24312574;0,316882118;0,403439493;1,000026106;0,313985964;0,402764137;0,263204967
0,200652328;0,238948729;0,458244455;NaN;0,232136037;0,29126878;0,141220929;0,231649023;0,402387561;0,259731584;0,229916421;0,30662937;0,395081902;1,043703662;0,302091155;0,394010967;0,251104141
0,186526757;NaN;0,458411523;NaN;0,227309724;0,294470382;0,13488388;0,224786961;0,371728726;NaN;0,222151053;0,304134335;0,388306634;1,020805708;0,289328126;0,387604886;0,245234754
0,185159049;NaN;0,469039053;NaN;0,238049844;0,287343121;0,156398634;0,18450243;0,470658002;NaN;0,261193882;0,485896853;0,451696593;0,997298432;0,308492431;0,507436438;0,26084568
0,193144516;0,134532742;0,489437514;NaN;0,254181009;0,296714487;0,161341113;0,189930571;0,537216021;NaN;0,27315507;0,50675661;0,4666576;1,076208297;0,327749029;0,520797954;0,284729426
0,191893552;0,129021087;0,481962013;NaN;0,252296578;0,293017338;0,162037299;0,184967217;0,516664194;NaN;0,26813962;0,494591406;0,454580554;1,058956169;0,304791486;0,5007435;0,279338554
0,183557853;0,136722015;0,463075816;NaN;0,240630152;0,276956982;0,151429998;0,170917555;0,455994059;NaN;0,23302876;0,501266074;0,428182241;1,060947465;0,302952517;0,470729244;0,262439679
