Food ;Mines;Oil  ;Clths;Durbl;Chems;Cnsum;Cnstr;Steel;FabPr;Machn;Cars ;Trans;Utils;Rtail;Finan;Other
0,123480827;-0,170555226;0,184744215;-0,241998733;0,000321973;-0,058262757;0,041023818;-0,121763469;-0,098678696;0,003473084;-0,046407152;0,020393747;-0,030823826;0,02590612;-0,109918571;-0,072489228;-0,087892131
0,192532294;-0,223040494;0,098172694;-0,270559083;-0,045151492;-0,077425142;0,045766887;-0,113919012;-0,051205728;0,259532272;-0,095286314;-0,080658996;-0,042129553;0,059131432;-0,093485552;-0,053189619;-0,066231755
0,214110189;-0,277975848;0,063008173;-0,224886767;0,039755068;-0,099986347;0,040844137;-0,092489895;-0,169103329;0,35793534;-0,063994797;-0,020785321;0,045719043;0,05667944;-0,058549537;-0,051507882;-0,013484677
0,272338449;-0,123547007;0,111745273;-0,059779469;0,122182995;-0,055572178;0,097431772;0,045617875;-0,184638718;0,375069986;0,059094289;0,107906048;0,242473359;0,121056308;0,065442882;0,046021637;0,082041806
0,249542481;-0,059638241;0,192314971;-0,116251335;0,049104577;-0,075959987;0,045138602;-0,00403085;-0,158109948;0,332589528;-0,005953573;0,085107613;0,162693617;0,120427609;0,040336894;0,054332512;0,032474591
0,236247532;0,000885951;0,175889433;-0,087825353;0,079475876;-0,056577787;0,059731572;0,042393167;-0,143305813;0,064798881;0,049229209;0,090723237;0,234825957;0,105099189;0,013662477;0,101811753;0,052342916
0,191621367;-0,106291361;0,164817886;-0,059883313;-0,034663663;-0,076974519;0,071100097;-0,014334025;-0,210787569;-0,052616633;0,020932404;0,065555435;0,086769053;0,148991559;-0,059635919;0,054865856;0,002899133
0,202010715;-0,104871144;0,164092735;-0,049788255;-0,031356959;-0,033676788;0,138244611;-0,010965055;-0,191053284;0,052680556;0,017650158;0,097591898;0,148691091;0,23237608;-0,004964347;0,12328362;0,053731923
0,215117291;0,106562279;0,120698384;0,162615427;0,148277301;0,070009356;0,165551095;0,157345841;-0,107522488;0,068287883;0,176583522;0,227350396;0,290004186;0,241252108;0,194060599;0,240334149;0,172136357
0,361711099;0,086537795;0,137511857;0,189449932;0,20038468;0,169372813;0,24740524;0,234809139;-0,040868103;0,254100695;0,218151425;0,282615944;0,443147069;0,30351121;0,266561501;0,333476779;0,281791526
0,422904855;-0,001629604;0,166909053;0,202276758;0,120175347;0,072998489;0,289632098;0,108721186;-0,137548036;0,139072745;0,118581871;0,252794909;0,409342416;0,391680948;0,271519232;0,297652546;0,28767115
